cohort_id,court_establishment,case_type,act_section_bucket,filing_year_bucket,current_stage,cohort_size,median_days_in_stage,p75_days_in_stage,p90_days_in_stage,data_label
COHORT_3857,TELANG_DC_03,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,173,173,173,SYNTHETIC_AUGMENTED
COHORT_3858,TELANG_DC_03,CS,CPC_GENERAL,2022,Pleadings / Issues,2,128.5,86,86,SYNTHETIC_AUGMENTED
COHORT_3859,TELANG_DC_03,CS,CPC_GENERAL,2022,Summons / Appearance,3,149,149,149,SYNTHETIC_AUGMENTED
COHORT_3860,TELANG_DC_03,CS,CPC_GENERAL,2024,Evidence / Argument,1,238,238,238,SYNTHETIC_AUGMENTED
COHORT_3861,TELANG_DC_03,CS,CPC_GENERAL,2024,Pleadings / Issues,1,73,73,73,SYNTHETIC_AUGMENTED
COHORT_3862,TELANG_DC_03,CS,CPC_GENERAL,2024,Summons / Appearance,2,122.0,58,58,SYNTHETIC_AUGMENTED
COHORT_3863,TELANG_DC_03,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,152,152,152,SYNTHETIC_AUGMENTED
COHORT_3864,TELANG_DC_03,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,307,307,307,SYNTHETIC_AUGMENTED
COHORT_3865,TELANG_DC_03,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,65,65,65,SYNTHETIC_AUGMENTED
COHORT_3866,TELANG_DC_03,WP_C,WRIT_GENERAL,2018,Evidence / Argument,2,134.5,131,131,SYNTHETIC_AUGMENTED
COHORT_3867,TELANG_DC_03,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,211,211,211,SYNTHETIC_AUGMENTED
COHORT_3868,TELANG_DC_03,WP_C,WRIT_GENERAL,2020,Filing / Registration,1,16,16,16,SYNTHETIC_AUGMENTED
COHORT_3869,TELANG_DC_03,WP_C,WRIT_GENERAL,2022,Evidence / Argument,2,327.0,287,287,SYNTHETIC_AUGMENTED
COHORT_3870,TELANG_DC_03,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,80,80,80,SYNTHETIC_AUGMENTED
COHORT_3871,TELANG_DC_03,WP_C,WRIT_GENERAL,2024,Evidence / Argument,2,165.5,160,160,SYNTHETIC_AUGMENTED
COHORT_3872,TELANG_DC_03,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,1,202,202,202,SYNTHETIC_AUGMENTED
COHORT_3873,TELANG_DC_03,WP_C,WRIT_GENERAL,2024,Summons / Appearance,1,131,131,131,SYNTHETIC_AUGMENTED
COHORT_3874,TELANG_DC_04,BA,BAIL_GENERAL,2022,Evidence / Argument,2,144.0,119,119,SYNTHETIC_AUGMENTED
COHORT_3875,TELANG_DC_04,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,2,65.5,58,58,SYNTHETIC_AUGMENTED
COHORT_3876,TELANG_DC_04,BA,BAIL_GENERAL,2022,Pleadings / Issues,2,59.5,55,55,SYNTHETIC_AUGMENTED
COHORT_3877,TELANG_DC_04,BA,BAIL_GENERAL,2022,Summons / Appearance,2,104.5,75,75,SYNTHETIC_AUGMENTED
COHORT_3878,TELANG_DC_04,BA,BAIL_GENERAL,2024,Evidence / Argument,1,391,391,391,SYNTHETIC_AUGMENTED
COHORT_3879,TELANG_DC_04,BA,BAIL_GENERAL,2024,Filing / Registration,1,8,8,8,SYNTHETIC_AUGMENTED
COHORT_3880,TELANG_DC_04,BA,BAIL_GENERAL,2024,Summons / Appearance,2,224.0,141,141,SYNTHETIC_AUGMENTED
COHORT_3881,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2018,Pleadings / Issues,1,69,69,69,SYNTHETIC_AUGMENTED
COHORT_3882,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,106,106,106,SYNTHETIC_AUGMENTED
COHORT_3883,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,117,117,117,SYNTHETIC_AUGMENTED
COHORT_3884,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,2,118.0,45,45,SYNTHETIC_AUGMENTED
COHORT_3885,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,3,240,240,240,SYNTHETIC_AUGMENTED
COHORT_3886,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,3,55,55,55,SYNTHETIC_AUGMENTED
COHORT_3887,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,1,121,121,121,SYNTHETIC_AUGMENTED
COHORT_3888,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,224,224,224,SYNTHETIC_AUGMENTED
COHORT_3889,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,2,92.0,67,67,SYNTHETIC_AUGMENTED
COHORT_3890,TELANG_DC_04,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,187,187,187,SYNTHETIC_AUGMENTED
COHORT_3891,TELANG_DC_04,CS,CPC_GENERAL,2020,Filing / Registration,2,19.5,18,18,SYNTHETIC_AUGMENTED
COHORT_3892,TELANG_DC_04,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,84,84,84,SYNTHETIC_AUGMENTED
COHORT_3893,TELANG_DC_04,CS,CPC_GENERAL,2020,Pleadings / Issues,2,184.0,156,156,SYNTHETIC_AUGMENTED
COHORT_3894,TELANG_DC_04,CS,CPC_GENERAL,2020,Summons / Appearance,2,87.0,65,65,SYNTHETIC_AUGMENTED
COHORT_3895,TELANG_DC_04,CS,CPC_GENERAL,2022,Pleadings / Issues,1,74,74,74,SYNTHETIC_AUGMENTED
COHORT_3896,TELANG_DC_04,CS,CPC_GENERAL,2022,Summons / Appearance,6,132.5,164,190,SYNTHETIC_AUGMENTED
COHORT_3897,TELANG_DC_04,CS,CPC_GENERAL,2024,Evidence / Argument,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_3898,TELANG_DC_04,MACA,MOTOR_ACCIDENT,2018,Evidence / Argument,1,159,159,159,SYNTHETIC_AUGMENTED
COHORT_3899,TELANG_DC_04,MACA,MOTOR_ACCIDENT,2018,Final Arguments / Judgment,1,57,57,57,SYNTHETIC_AUGMENTED
COHORT_3900,TELANG_DC_04,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,2,163.0,148,148,SYNTHETIC_AUGMENTED
COHORT_3901,TELANG_DC_04,WP_C,WRIT_GENERAL,2018,Final Arguments / Judgment,1,39,39,39,SYNTHETIC_AUGMENTED
COHORT_3902,TELANG_DC_04,WP_C,WRIT_GENERAL,2020,Evidence / Argument,1,199,199,199,SYNTHETIC_AUGMENTED
COHORT_3903,TELANG_DC_04,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,1,74,74,74,SYNTHETIC_AUGMENTED
COHORT_3904,TELANG_DC_04,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,63,63,63,SYNTHETIC_AUGMENTED
COHORT_3905,TELANG_DC_04,WP_C,WRIT_GENERAL,2022,Summons / Appearance,1,67,67,67,SYNTHETIC_AUGMENTED
COHORT_3906,TELANG_DC_04,WP_C,WRIT_GENERAL,2024,Final Arguments / Judgment,1,56,56,56,SYNTHETIC_AUGMENTED
COHORT_3907,TELANG_DC_04,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,1,249,249,249,SYNTHETIC_AUGMENTED
COHORT_3908,TELANG_DC_04,WP_C,WRIT_GENERAL,2024,Summons / Appearance,4,143.5,183,183,SYNTHETIC_AUGMENTED
COHORT_3909,TELANG_DC_05,BA,BAIL_GENERAL,2018,Summons / Appearance,1,89,89,89,SYNTHETIC_AUGMENTED
COHORT_3910,TELANG_DC_05,BA,BAIL_GENERAL,2020,Evidence / Argument,2,208.0,92,92,SYNTHETIC_AUGMENTED
COHORT_3911,TELANG_DC_05,BA,BAIL_GENERAL,2020,Summons / Appearance,1,78,78,78,SYNTHETIC_AUGMENTED
COHORT_3912,TELANG_DC_05,BA,BAIL_GENERAL,2022,Evidence / Argument,3,178,178,178,SYNTHETIC_AUGMENTED
COHORT_3913,TELANG_DC_05,BA,BAIL_GENERAL,2022,Pleadings / Issues,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_3914,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,34,34,34,SYNTHETIC_AUGMENTED
COHORT_3915,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,103,103,103,SYNTHETIC_AUGMENTED
COHORT_3916,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,1,445,445,445,SYNTHETIC_AUGMENTED
COHORT_3917,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_3918,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,6,81.5,85,91,SYNTHETIC_AUGMENTED
COHORT_3919,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,94,94,94,SYNTHETIC_AUGMENTED
COHORT_3920,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,199,199,199,SYNTHETIC_AUGMENTED
COHORT_3921,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,1,111,111,111,SYNTHETIC_AUGMENTED
COHORT_3922,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Pleadings / Issues,1,35,35,35,SYNTHETIC_AUGMENTED
COHORT_3923,TELANG_DC_05,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,1,386,386,386,SYNTHETIC_AUGMENTED
COHORT_3924,TELANG_DC_05,CS,CPC_GENERAL,2018,Evidence / Argument,1,352,352,352,SYNTHETIC_AUGMENTED
COHORT_3925,TELANG_DC_05,CS,CPC_GENERAL,2018,Summons / Appearance,1,103,103,103,SYNTHETIC_AUGMENTED
COHORT_3926,TELANG_DC_05,CS,CPC_GENERAL,2020,Evidence / Argument,4,132.0,168,168,SYNTHETIC_AUGMENTED
COHORT_3927,TELANG_DC_05,CS,CPC_GENERAL,2020,Final Arguments / Judgment,1,145,145,145,SYNTHETIC_AUGMENTED
COHORT_3928,TELANG_DC_05,CS,CPC_GENERAL,2020,Summons / Appearance,4,217.5,245,245,SYNTHETIC_AUGMENTED
COHORT_3929,TELANG_DC_05,CS,CPC_GENERAL,2022,Evidence / Argument,2,216.0,111,111,SYNTHETIC_AUGMENTED
COHORT_3930,TELANG_DC_05,CS,CPC_GENERAL,2022,Filing / Registration,1,10,10,10,SYNTHETIC_AUGMENTED
COHORT_3931,TELANG_DC_05,CS,CPC_GENERAL,2022,Final Arguments / Judgment,1,68,68,68,SYNTHETIC_AUGMENTED
COHORT_3932,TELANG_DC_05,CS,CPC_GENERAL,2022,Pleadings / Issues,1,52,52,52,SYNTHETIC_AUGMENTED
COHORT_3933,TELANG_DC_05,CS,CPC_GENERAL,2022,Summons / Appearance,3,150,150,150,SYNTHETIC_AUGMENTED
COHORT_3934,TELANG_DC_05,CS,CPC_GENERAL,2024,Evidence / Argument,2,294.5,195,195,SYNTHETIC_AUGMENTED
COHORT_3935,TELANG_DC_05,CS,CPC_GENERAL,2024,Final Arguments / Judgment,1,82,82,82,SYNTHETIC_AUGMENTED
COHORT_3936,TELANG_DC_05,CS,CPC_GENERAL,2024,Pleadings / Issues,1,95,95,95,SYNTHETIC_AUGMENTED
COHORT_3937,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2018,Evidence / Argument,1,145,145,145,SYNTHETIC_AUGMENTED
COHORT_3938,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2020,Evidence / Argument,1,375,375,375,SYNTHETIC_AUGMENTED
COHORT_3939,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2020,Filing / Registration,1,14,14,14,SYNTHETIC_AUGMENTED
COHORT_3940,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,1,246,246,246,SYNTHETIC_AUGMENTED
COHORT_3941,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,11,11,11,SYNTHETIC_AUGMENTED
COHORT_3942,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,1,121,121,121,SYNTHETIC_AUGMENTED
COHORT_3943,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,1,240,240,240,SYNTHETIC_AUGMENTED
COHORT_3944,TELANG_DC_05,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,1,375,375,375,SYNTHETIC_AUGMENTED
COHORT_3945,TELANG_DC_05,WP_C,WRIT_GENERAL,2018,Summons / Appearance,2,65.0,60,60,SYNTHETIC_AUGMENTED
COHORT_3946,TELANG_DC_05,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,72,72,72,SYNTHETIC_AUGMENTED
COHORT_3947,TELANG_DC_05,WP_C,WRIT_GENERAL,2020,Summons / Appearance,3,83,83,83,SYNTHETIC_AUGMENTED
COHORT_3948,TELANG_DC_05,WP_C,WRIT_GENERAL,2022,Evidence / Argument,1,128,128,128,SYNTHETIC_AUGMENTED
COHORT_3949,TELANG_DC_05,WP_C,WRIT_GENERAL,2022,Filing / Registration,1,24,24,24,SYNTHETIC_AUGMENTED
COHORT_3950,TELANG_DC_05,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,1,153,153,153,SYNTHETIC_AUGMENTED
COHORT_3951,TELANG_DC_05,WP_C,WRIT_GENERAL,2022,Summons / Appearance,1,83,83,83,SYNTHETIC_AUGMENTED
COHORT_3952,TELANG_DC_05,WP_C,WRIT_GENERAL,2024,Summons / Appearance,2,260.5,190,190,SYNTHETIC_AUGMENTED
COHORT_3953,UTTAR__DC_01,BA,BAIL_GENERAL,2018,Evidence / Argument,1,166,166,166,SYNTHETIC_AUGMENTED
COHORT_3954,UTTAR__DC_01,BA,BAIL_GENERAL,2018,Final Arguments / Judgment,2,37.0,27,27,SYNTHETIC_AUGMENTED
COHORT_3955,UTTAR__DC_01,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,76,76,76,SYNTHETIC_AUGMENTED
COHORT_3956,UTTAR__DC_01,BA,BAIL_GENERAL,2018,Summons / Appearance,3,135,135,135,SYNTHETIC_AUGMENTED
COHORT_3957,UTTAR__DC_01,BA,BAIL_GENERAL,2020,Evidence / Argument,3,265,265,265,SYNTHETIC_AUGMENTED
COHORT_3958,UTTAR__DC_01,BA,BAIL_GENERAL,2020,Filing / Registration,1,17,17,17,SYNTHETIC_AUGMENTED
COHORT_3959,UTTAR__DC_01,BA,BAIL_GENERAL,2020,Pleadings / Issues,3,80,80,80,SYNTHETIC_AUGMENTED
COHORT_3960,UTTAR__DC_01,BA,BAIL_GENERAL,2020,Summons / Appearance,8,123.0,142,180,SYNTHETIC_AUGMENTED
COHORT_3961,UTTAR__DC_01,BA,BAIL_GENERAL,2022,Evidence / Argument,4,309.5,400,400,SYNTHETIC_AUGMENTED
COHORT_3962,UTTAR__DC_01,BA,BAIL_GENERAL,2022,Filing / Registration,2,11.0,5,5,SYNTHETIC_AUGMENTED
COHORT_3963,UTTAR__DC_01,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,7,43,130,145,SYNTHETIC_AUGMENTED
COHORT_3964,UTTAR__DC_01,BA,BAIL_GENERAL,2022,Summons / Appearance,10,80.5,88,222,SYNTHETIC_AUGMENTED
COHORT_3965,UTTAR__DC_01,BA,BAIL_GENERAL,2024,Evidence / Argument,3,340,340,340,SYNTHETIC_AUGMENTED
COHORT_3966,UTTAR__DC_01,BA,BAIL_GENERAL,2024,Pleadings / Issues,3,72,72,72,SYNTHETIC_AUGMENTED
COHORT_3967,UTTAR__DC_01,BA,BAIL_GENERAL,2024,Summons / Appearance,5,128,190,190,SYNTHETIC_AUGMENTED
COHORT_3968,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2018,Evidence / Argument,2,294.5,214,214,SYNTHETIC_AUGMENTED
COHORT_3969,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2018,Final Arguments / Judgment,1,54,54,54,SYNTHETIC_AUGMENTED
COHORT_3970,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,2,41.0,33,33,SYNTHETIC_AUGMENTED
COHORT_3971,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,3,285,285,285,SYNTHETIC_AUGMENTED
COHORT_3972,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,41,41,41,SYNTHETIC_AUGMENTED
COHORT_3973,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,1,61,61,61,SYNTHETIC_AUGMENTED
COHORT_3974,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,1,105,105,105,SYNTHETIC_AUGMENTED
COHORT_3975,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,8,179.5,346,405,SYNTHETIC_AUGMENTED
COHORT_3976,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,4,15.0,15,15,SYNTHETIC_AUGMENTED
COHORT_3977,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2022,Pleadings / Issues,6,84.5,95,113,SYNTHETIC_AUGMENTED
COHORT_3978,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2022,Summons / Appearance,3,104,104,104,SYNTHETIC_AUGMENTED
COHORT_3979,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2024,Evidence / Argument,1,194,194,194,SYNTHETIC_AUGMENTED
COHORT_3980,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2024,Final Arguments / Judgment,3,41,41,41,SYNTHETIC_AUGMENTED
COHORT_3981,UTTAR__DC_01,CRL_A,CRIMINAL_APPEAL,2024,Summons / Appearance,4,334.5,387,387,SYNTHETIC_AUGMENTED
COHORT_3982,UTTAR__DC_01,CS,CPC_GENERAL,2018,Evidence / Argument,1,283,283,283,SYNTHETIC_AUGMENTED
COHORT_3983,UTTAR__DC_01,CS,CPC_GENERAL,2018,Summons / Appearance,3,79,79,79,SYNTHETIC_AUGMENTED
COHORT_3984,UTTAR__DC_01,CS,CPC_GENERAL,2020,Evidence / Argument,3,219,219,219,SYNTHETIC_AUGMENTED
COHORT_3985,UTTAR__DC_01,CS,CPC_GENERAL,2020,Filing / Registration,1,11,11,11,SYNTHETIC_AUGMENTED
COHORT_3986,UTTAR__DC_01,CS,CPC_GENERAL,2020,Final Arguments / Judgment,4,60.0,80,80,SYNTHETIC_AUGMENTED
COHORT_3987,UTTAR__DC_01,CS,CPC_GENERAL,2020,Pleadings / Issues,5,126,300,300,SYNTHETIC_AUGMENTED
COHORT_3988,UTTAR__DC_01,CS,CPC_GENERAL,2020,Summons / Appearance,7,88,104,225,SYNTHETIC_AUGMENTED
COHORT_3989,UTTAR__DC_01,CS,CPC_GENERAL,2022,Evidence / Argument,10,193.5,300,358,SYNTHETIC_AUGMENTED
COHORT_3990,UTTAR__DC_01,CS,CPC_GENERAL,2022,Filing / Registration,2,10.5,7,7,SYNTHETIC_AUGMENTED
COHORT_3991,UTTAR__DC_01,CS,CPC_GENERAL,2022,Final Arguments / Judgment,8,66.0,105,108,SYNTHETIC_AUGMENTED
COHORT_3992,UTTAR__DC_01,CS,CPC_GENERAL,2022,Pleadings / Issues,7,71,120,158,SYNTHETIC_AUGMENTED
COHORT_3993,UTTAR__DC_01,CS,CPC_GENERAL,2022,Summons / Appearance,12,106.0,241,409,SYNTHETIC_AUGMENTED
COHORT_3994,UTTAR__DC_01,CS,CPC_GENERAL,2024,Evidence / Argument,6,209.0,222,257,SYNTHETIC_AUGMENTED
COHORT_3995,UTTAR__DC_01,CS,CPC_GENERAL,2024,Filing / Registration,4,16.0,18,18,SYNTHETIC_AUGMENTED
COHORT_3996,UTTAR__DC_01,CS,CPC_GENERAL,2024,Pleadings / Issues,2,150.5,48,48,SYNTHETIC_AUGMENTED
COHORT_3997,UTTAR__DC_01,CS,CPC_GENERAL,2024,Summons / Appearance,9,126,217,228,SYNTHETIC_AUGMENTED
COHORT_3998,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2018,Summons / Appearance,1,179,179,179,SYNTHETIC_AUGMENTED
COHORT_3999,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2020,Final Arguments / Judgment,1,33,33,33,SYNTHETIC_AUGMENTED
COHORT_4000,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2022,Evidence / Argument,2,200.0,113,113,SYNTHETIC_AUGMENTED
COHORT_4001,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2022,Filing / Registration,1,10,10,10,SYNTHETIC_AUGMENTED
COHORT_4002,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2022,Final Arguments / Judgment,1,71,71,71,SYNTHETIC_AUGMENTED
COHORT_4003,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2022,Pleadings / Issues,3,105,105,105,SYNTHETIC_AUGMENTED
COHORT_4004,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2022,Summons / Appearance,2,200.5,69,69,SYNTHETIC_AUGMENTED
COHORT_4005,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2024,Filing / Registration,1,24,24,24,SYNTHETIC_AUGMENTED
COHORT_4006,UTTAR__DC_01,MACA,MOTOR_ACCIDENT,2024,Summons / Appearance,2,117.0,111,111,SYNTHETIC_AUGMENTED
COHORT_4007,UTTAR__DC_01,WP_C,WRIT_GENERAL,2018,Summons / Appearance,1,44,44,44,SYNTHETIC_AUGMENTED
COHORT_4008,UTTAR__DC_01,WP_C,WRIT_GENERAL,2020,Evidence / Argument,7,473,474,486,SYNTHETIC_AUGMENTED
COHORT_4009,UTTAR__DC_01,WP_C,WRIT_GENERAL,2020,Final Arguments / Judgment,3,115,115,115,SYNTHETIC_AUGMENTED
COHORT_4010,UTTAR__DC_01,WP_C,WRIT_GENERAL,2020,Pleadings / Issues,1,172,172,172,SYNTHETIC_AUGMENTED
COHORT_4011,UTTAR__DC_01,WP_C,WRIT_GENERAL,2020,Summons / Appearance,2,87.5,60,60,SYNTHETIC_AUGMENTED
COHORT_4012,UTTAR__DC_01,WP_C,WRIT_GENERAL,2022,Evidence / Argument,4,200.5,264,264,SYNTHETIC_AUGMENTED
COHORT_4013,UTTAR__DC_01,WP_C,WRIT_GENERAL,2022,Filing / Registration,4,24.5,30,30,SYNTHETIC_AUGMENTED
COHORT_4014,UTTAR__DC_01,WP_C,WRIT_GENERAL,2022,Final Arguments / Judgment,5,92,212,212,SYNTHETIC_AUGMENTED
COHORT_4015,UTTAR__DC_01,WP_C,WRIT_GENERAL,2022,Pleadings / Issues,5,52,72,72,SYNTHETIC_AUGMENTED
COHORT_4016,UTTAR__DC_01,WP_C,WRIT_GENERAL,2022,Summons / Appearance,11,151,228,251,SYNTHETIC_AUGMENTED
COHORT_4017,UTTAR__DC_01,WP_C,WRIT_GENERAL,2024,Filing / Registration,1,20,20,20,SYNTHETIC_AUGMENTED
COHORT_4018,UTTAR__DC_01,WP_C,WRIT_GENERAL,2024,Pleadings / Issues,2,192.5,86,86,SYNTHETIC_AUGMENTED
COHORT_4019,UTTAR__DC_01,WP_C,WRIT_GENERAL,2024,Summons / Appearance,3,51,51,51,SYNTHETIC_AUGMENTED
COHORT_4020,UTTAR__DC_02,BA,BAIL_GENERAL,2018,Evidence / Argument,1,225,225,225,SYNTHETIC_AUGMENTED
COHORT_4021,UTTAR__DC_02,BA,BAIL_GENERAL,2018,Pleadings / Issues,1,62,62,62,SYNTHETIC_AUGMENTED
COHORT_4022,UTTAR__DC_02,BA,BAIL_GENERAL,2018,Summons / Appearance,1,101,101,101,SYNTHETIC_AUGMENTED
COHORT_4023,UTTAR__DC_02,BA,BAIL_GENERAL,2020,Evidence / Argument,1,496,496,496,SYNTHETIC_AUGMENTED
COHORT_4024,UTTAR__DC_02,BA,BAIL_GENERAL,2020,Filing / Registration,1,19,19,19,SYNTHETIC_AUGMENTED
COHORT_4025,UTTAR__DC_02,BA,BAIL_GENERAL,2020,Pleadings / Issues,4,80.0,92,92,SYNTHETIC_AUGMENTED
COHORT_4026,UTTAR__DC_02,BA,BAIL_GENERAL,2020,Summons / Appearance,8,63.0,91,123,SYNTHETIC_AUGMENTED
COHORT_4027,UTTAR__DC_02,BA,BAIL_GENERAL,2022,Evidence / Argument,8,178.0,247,294,SYNTHETIC_AUGMENTED
COHORT_4028,UTTAR__DC_02,BA,BAIL_GENERAL,2022,Filing / Registration,3,16,16,16,SYNTHETIC_AUGMENTED
COHORT_4029,UTTAR__DC_02,BA,BAIL_GENERAL,2022,Final Arguments / Judgment,6,63.0,67,133,SYNTHETIC_AUGMENTED
COHORT_4030,UTTAR__DC_02,BA,BAIL_GENERAL,2022,Pleadings / Issues,7,52,74,169,SYNTHETIC_AUGMENTED
COHORT_4031,UTTAR__DC_02,BA,BAIL_GENERAL,2022,Summons / Appearance,17,137,284,291,SYNTHETIC_AUGMENTED
COHORT_4032,UTTAR__DC_02,BA,BAIL_GENERAL,2024,Evidence / Argument,2,256.5,188,188,SYNTHETIC_AUGMENTED
COHORT_4033,UTTAR__DC_02,BA,BAIL_GENERAL,2024,Filing / Registration,1,18,18,18,SYNTHETIC_AUGMENTED
COHORT_4034,UTTAR__DC_02,BA,BAIL_GENERAL,2024,Final Arguments / Judgment,3,42,42,42,SYNTHETIC_AUGMENTED
COHORT_4035,UTTAR__DC_02,BA,BAIL_GENERAL,2024,Pleadings / Issues,4,204.5,258,258,SYNTHETIC_AUGMENTED
COHORT_4036,UTTAR__DC_02,BA,BAIL_GENERAL,2024,Summons / Appearance,5,339,385,385,SYNTHETIC_AUGMENTED
COHORT_4037,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2018,Final Arguments / Judgment,1,47,47,47,SYNTHETIC_AUGMENTED
COHORT_4038,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2018,Pleadings / Issues,3,109,109,109,SYNTHETIC_AUGMENTED
COHORT_4039,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2018,Summons / Appearance,3,349,349,349,SYNTHETIC_AUGMENTED
COHORT_4040,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2020,Evidence / Argument,2,258.0,200,200,SYNTHETIC_AUGMENTED
COHORT_4041,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2020,Filing / Registration,2,11.5,9,9,SYNTHETIC_AUGMENTED
COHORT_4042,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2020,Final Arguments / Judgment,1,43,43,43,SYNTHETIC_AUGMENTED
COHORT_4043,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2020,Pleadings / Issues,3,84,84,84,SYNTHETIC_AUGMENTED
COHORT_4044,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2020,Summons / Appearance,6,85.0,96,96,SYNTHETIC_AUGMENTED
COHORT_4045,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2022,Evidence / Argument,4,263.5,275,275,SYNTHETIC_AUGMENTED
COHORT_4046,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2022,Filing / Registration,3,18,18,18,SYNTHETIC_AUGMENTED
COHORT_4047,UTTAR__DC_02,CRL_A,CRIMINAL_APPEAL,2022,Final Arguments / Judgment,3,94,94,94,SYNTHETIC_AUGMENTED
