synthetic_cnr,state,district,court_establishment,case_type,act_section_bucket,tier,filing_date,registration_date,pending_since,filing_year,filing_year_bucket,case_age_days,current_status,current_stage,stage_entered_at,first_hearing_date,next_date,court_bench_id,days_in_current_stage,days_since_substantive_event,adjournment_count,adjournment_streak,judge_change_count,stage_deviation_ratio,cohort_size,cohort_percentile,bottleneck_type,actionability_level,triage_confidence,structural_stall_label,triage_score,is_demo_stalled,is_demo_progressing,data_label,generation_source,evidence_json,explanation_text
SYN/UP/CS/2023/009234,Uttar Pradesh,Pune,UTTAR__DC_01,CS,CPC_GENERAL,district,2023-03-19,2023-03-25,2023-03-25,2023,2022,1246,Pending,Filing / Registration,2026-08-09,2023-05-20,2026-08-25,SYN-BENCH-01,7,26,0,0,0,0.67,2,,UNKNOWN,LOW,LOW,0,6.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2023/009234"",""court_establishment"":""UTTAR__DC_01"",""case_type"":""CS"",""current_stage"":""Filing / Registration"",""filing_date"":""2023-03-19"",""stage_entered_at"":""2026-08-09"",""days_in_current_stage"":7,""cohort_median_days_in_stage"":10.5,""stage_deviation_ratio"":0.67,""days_since_substantive_event"":26,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":6.2,""component_scores"":{""structural_deviation"":13.4,""inactivity"":8.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Filing / Registration' for 7 days (0.67x cohort median of 10d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CS/2023/009235,Odisha,Varanasi,ODISHA_DC_04,CS,CPC_GENERAL,district,2023-04-23,2023-05-04,2023-05-04,2023,2022,1211,Pending,Summons / Appearance,2026-06-25,2023-06-12,2026-11-12,SYN-BENCH-10,52,11,0,0,0,0.8,2,,UNKNOWN,LOW,LOW,0,5.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2023/009235"",""court_establishment"":""ODISHA_DC_04"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-04-23"",""stage_entered_at"":""2026-06-25"",""days_in_current_stage"":52,""cohort_median_days_in_stage"":65.0,""stage_deviation_ratio"":0.8,""days_since_substantive_event"":11,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.7,""component_scores"":{""structural_deviation"":16.0,""inactivity"":3.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 52 days (0.8x cohort median of 65d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/BA/2021/009236,Uttar Pradesh,Jaipur,UTTAR__DC_05,BA,BAIL_GENERAL,district,2021-12-22,2022-01-03,2022-01-03,2021,2020,1698,Pending,Summons / Appearance,2026-05-24,2022-01-21,2026-09-15,SYN-BENCH-05,84,6,0,0,0,0.87,5,,UNKNOWN,LOW,LOW,0,5.7,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/BA/2021/009236"",""court_establishment"":""UTTAR__DC_05"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-12-22"",""stage_entered_at"":""2026-05-24"",""days_in_current_stage"":84,""cohort_median_days_in_stage"":97,""stage_deviation_ratio"":0.87,""days_since_substantive_event"":6,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":5.7,""component_scores"":{""structural_deviation"":17.4,""inactivity"":2.0,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 84 days (0.87x cohort median of 97d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/WP_C/2021/009237,Andhra Pradesh,Varanasi,ANDHRA_DC_02,WP_C,WRIT_GENERAL,district,2021-10-03,2021-10-15,2021-10-15,2021,2020,1778,Pending,Summons / Appearance,2026-06-13,2021-11-05,2026-10-13,SYN-BENCH-06,64,52,0,0,0,1.0,3,,UNKNOWN,LOW,LOW,0,10.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/WP_C/2021/009237"",""court_establishment"":""ANDHRA_DC_02"",""case_type"":""WP_C"",""current_stage"":""Summons / Appearance"",""filing_date"":""2021-10-03"",""stage_entered_at"":""2026-06-13"",""days_in_current_stage"":64,""cohort_median_days_in_stage"":64,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":52,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":10.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":17.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 64 days (1.0x cohort median of 64d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2024/009238,Bihar,Kolkata,BIHAR_DC_04,BA,BAIL_GENERAL,district,2024-03-10,2024-03-17,2024-03-17,2024,2024,889,Pending,Summons / Appearance,2026-05-12,2024-04-24,2026-10-14,SYN-BENCH-08,96,28,0,0,0,0.83,2,,UNKNOWN,LOW,LOW,0,7.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/009238"",""court_establishment"":""BIHAR_DC_04"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-03-10"",""stage_entered_at"":""2026-05-12"",""days_in_current_stage"":96,""cohort_median_days_in_stage"":115.5,""stage_deviation_ratio"":0.83,""days_since_substantive_event"":28,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":7.3,""component_scores"":{""structural_deviation"":16.6,""inactivity"":9.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 96 days (0.83x cohort median of 116d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/BA/2024/009239,Karnataka,Guntur,KARNAT_DC_03,BA,BAIL_GENERAL,district,2024-02-24,2024-03-08,2024-03-08,2024,2024,904,Pending,Summons / Appearance,2026-03-01,2024-03-20,2026-10-23,SYN-BENCH-12,168,107,3,3,0,1.0,1,,SUMMONS_DELAY,HIGH,LOW,1,40.9,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2024/009239"",""court_establishment"":""KARNAT_DC_03"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-02-24"",""stage_entered_at"":""2026-03-01"",""days_in_current_stage"":168,""cohort_median_days_in_stage"":168,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":107,""adjournment_streak"":3,""adjournment_count"":3,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":40.9,""component_scores"":{""structural_deviation"":20.0,""inactivity"":35.67,""age_deviation"":0,""adjournment"":60.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 168 days (1.0x cohort median of 168d). Summons was issued with no return of service recorded over 168 days, resulting in 3 consecutive adjournments. High administrative actionability."
SYN/KL/BA/2024/009240,Kerala,Thane,KERALA_DC_01,BA,BAIL_GENERAL,district,2024-04-09,2024-04-22,2024-04-22,2024,2024,859,Pending,Pleadings / Issues,2026-03-21,2024-05-31,2026-10-16,SYN-BENCH-06,148,37,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,9.1,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/KL/BA/2024/009240"",""court_establishment"":""KERALA_DC_01"",""case_type"":""BA"",""current_stage"":""Pleadings / Issues"",""filing_date"":""2024-04-09"",""stage_entered_at"":""2026-03-21"",""days_in_current_stage"":148,""cohort_median_days_in_stage"":148,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":37,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":9.1,""component_scores"":{""structural_deviation"":20.0,""inactivity"":12.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Pleadings / Issues' for 148 days (1.0x cohort median of 148d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/AP/CRL_A/2024/009241,Andhra Pradesh,Pune,ANDHRA_DC_01,CRL_A,CRIMINAL_APPEAL,district,2024-05-24,2024-06-07,2024-06-07,2024,2024,814,Pending,Summons / Appearance,2026-02-07,2024-07-08,2026-11-06,SYN-BENCH-05,190,96,6,6,3,1.0,7,,SUMMONS_DELAY,HIGH,LOW,1,44.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/AP/CRL_A/2024/009241"",""court_establishment"":""ANDHRA_DC_01"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2024-05-24"",""stage_entered_at"":""2026-02-07"",""days_in_current_stage"":190,""cohort_median_days_in_stage"":190,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":96,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":3,""cohort_size"":7,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":44.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":32.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 190 days (1.0x cohort median of 190d). Summons was issued with no return of service recorded over 190 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/OT/CRL_A/2023/009242,Telangana,Bhopal,TELANG_DC_03,CRL_A,CRIMINAL_APPEAL,district,2023-05-25,2023-06-08,2023-06-08,2023,2022,1179,Pending,Summons / Appearance,2025-12-07,2023-06-20,2026-08-23,SYN-BENCH-08,252,184,5,5,1,1.0,3,,SUMMONS_DELAY,HIGH,LOW,1,51.3,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2023/009242"",""court_establishment"":""TELANG_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Summons / Appearance"",""filing_date"":""2023-05-25"",""stage_entered_at"":""2025-12-07"",""days_in_current_stage"":252,""cohort_median_days_in_stage"":252,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":184,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":1,""cohort_size"":3,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":51.3,""component_scores"":{""structural_deviation"":20.0,""inactivity"":61.33,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 252 days (1.0x cohort median of 252d). Summons was issued with no return of service recorded over 252 days, resulting in 5 consecutive adjournments. High administrative actionability."
SYN/OT/CRL_A/2023/009243,Haryana,Vijayawada,HARYAN_DC_02,CRL_A,CRIMINAL_APPEAL,district,2023-10-09,2023-10-20,2023-10-20,2023,2022,1042,Pending,Evidence / Argument,2026-03-21,2023-12-07,2026-11-06,SYN-BENCH-02,148,65,0,0,0,1.0,1,,UNKNOWN,LOW,LOW,0,11.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2023/009243"",""court_establishment"":""HARYAN_DC_02"",""case_type"":""CRL_A"",""current_stage"":""Evidence / Argument"",""filing_date"":""2023-10-09"",""stage_entered_at"":""2026-03-21"",""days_in_current_stage"":148,""cohort_median_days_in_stage"":148,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":65,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":0,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":11.4,""component_scores"":{""structural_deviation"":20.0,""inactivity"":21.67,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Evidence / Argument' for 148 days (1.0x cohort median of 148d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/UP/CS/2020/009244,Uttar Pradesh,Jaipur,UTTAR__DC_03,CS,CPC_GENERAL,district,2020-09-11,2020-09-16,2020-09-16,2020,2020,2165,Pending,Summons / Appearance,2025-10-29,2020-10-20,2026-10-14,SYN-BENCH-03,291,284,6,6,0,2.26,10,,SUMMONS_DELAY,HIGH,LOW,1,67.2,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/CS/2020/009244"",""court_establishment"":""UTTAR__DC_03"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2020-09-11"",""stage_entered_at"":""2025-10-29"",""days_in_current_stage"":291,""cohort_median_days_in_stage"":129.0,""stage_deviation_ratio"":2.26,""days_since_substantive_event"":284,""adjournment_streak"":6,""adjournment_count"":6,""judge_change_count"":0,""cohort_size"":10,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":67.2,""component_scores"":{""structural_deviation"":45.2,""inactivity"":94.67,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 291 days (2.26x cohort median of 129d). Summons was issued with no return of service recorded over 291 days, resulting in 6 consecutive adjournments. High administrative actionability."
SYN/UP/BA/2022/009245,Uttar Pradesh,Vijayawada,UTTAR__DC_02,BA,BAIL_GENERAL,district,2022-03-29,2022-04-09,2022-04-09,2022,2022,1601,Pending,Final Arguments / Judgment,2026-02-16,2022-06-08,2026-10-22,SYN-BENCH-11,181,194,2,2,0,2.87,6,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,47.4,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/UP/BA/2022/009245"",""court_establishment"":""UTTAR__DC_02"",""case_type"":""BA"",""current_stage"":""Final Arguments / Judgment"",""filing_date"":""2022-03-29"",""stage_entered_at"":""2026-02-16"",""days_in_current_stage"":181,""cohort_median_days_in_stage"":63.0,""stage_deviation_ratio"":2.87,""days_since_substantive_event"":194,""adjournment_streak"":2,""adjournment_count"":2,""judge_change_count"":0,""cohort_size"":6,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":47.4,""component_scores"":{""structural_deviation"":57.4,""inactivity"":64.67,""age_deviation"":0,""adjournment"":40.0,""actionability"":50}}",Case has been in stage 'Final Arguments / Judgment' for 181 days (2.87x cohort median of 63d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/BA/2022/009246,Karnataka,Vijayawada,KARNAT_DC_04,BA,BAIL_GENERAL,district,2022-08-05,2022-08-17,2022-08-17,2022,2022,1472,Pending,Summons / Appearance,2026-07-20,2022-09-02,2026-09-25,SYN-BENCH-12,27,22,0,0,1,0.33,5,,UNKNOWN,LOW,LOW,0,3.8,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/BA/2022/009246"",""court_establishment"":""KARNAT_DC_04"",""case_type"":""BA"",""current_stage"":""Summons / Appearance"",""filing_date"":""2022-08-05"",""stage_entered_at"":""2026-07-20"",""days_in_current_stage"":27,""cohort_median_days_in_stage"":82,""stage_deviation_ratio"":0.33,""days_since_substantive_event"":22,""adjournment_streak"":0,""adjournment_count"":0,""judge_change_count"":1,""cohort_size"":5,""cohort_age_percentile"":null,""bottleneck_type"":""UNKNOWN"",""actionability_level"":""LOW"",""triage_confidence"":""LOW"",""triage_score"":3.8,""component_scores"":{""structural_deviation"":6.6,""inactivity"":7.33,""age_deviation"":0,""adjournment"":0.0,""actionability"":0}}",Case has been in stage 'Summons / Appearance' for 27 days (0.33x cohort median of 82d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Low administrative actionability.
SYN/OT/CRL_A/2022/009247,Bihar,Thiruvananthapuram,BIHAR_DC_03,CRL_A,CRIMINAL_APPEAL,district,2022-11-01,2022-11-15,2022-11-15,2022,2022,1384,Pending,Filing / Registration,2026-07-02,2022-12-17,2026-09-06,SYN-BENCH-03,45,319,1,1,1,1.0,1,,PROCEDURAL_INACTIVITY,MEDIUM,LOW,1,43.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CRL_A/2022/009247"",""court_establishment"":""BIHAR_DC_03"",""case_type"":""CRL_A"",""current_stage"":""Filing / Registration"",""filing_date"":""2022-11-01"",""stage_entered_at"":""2026-07-02"",""days_in_current_stage"":45,""cohort_median_days_in_stage"":45,""stage_deviation_ratio"":1.0,""days_since_substantive_event"":319,""adjournment_streak"":1,""adjournment_count"":1,""judge_change_count"":1,""cohort_size"":1,""cohort_age_percentile"":null,""bottleneck_type"":""PROCEDURAL_INACTIVITY"",""actionability_level"":""MEDIUM"",""triage_confidence"":""LOW"",""triage_score"":43.0,""component_scores"":{""structural_deviation"":20.0,""inactivity"":100.0,""age_deviation"":0,""adjournment"":20.0,""actionability"":50}}",Case has been in stage 'Filing / Registration' for 45 days (1.0x cohort median of 45d). Case exhibits normal or moderately delayed progression based on available synthetic timeline signals. Medium administrative actionability.
SYN/OT/CS/2018/009248,Bihar,Kochi,BIHAR_DC_05,CS,CPC_GENERAL,district,2018-01-09,2018-01-09,2018-01-09,2018,2018,3141,Pending,Summons / Appearance,2025-09-13,2018-01-18,2026-09-13,SYN-BENCH-09,337,120,5,5,3,1.66,2,,SUMMONS_DELAY,HIGH,LOW,1,50.0,False,False,SYNTHETIC_AUGMENTED,Real-data-informed synthetic generator,"{""synthetic_cnr"":""SYN/OT/CS/2018/009248"",""court_establishment"":""BIHAR_DC_05"",""case_type"":""CS"",""current_stage"":""Summons / Appearance"",""filing_date"":""2018-01-09"",""stage_entered_at"":""2025-09-13"",""days_in_current_stage"":337,""cohort_median_days_in_stage"":202.5,""stage_deviation_ratio"":1.66,""days_since_substantive_event"":120,""adjournment_streak"":5,""adjournment_count"":5,""judge_change_count"":3,""cohort_size"":2,""cohort_age_percentile"":null,""bottleneck_type"":""SUMMONS_DELAY"",""actionability_level"":""HIGH"",""triage_confidence"":""LOW"",""triage_score"":50.0,""component_scores"":{""structural_deviation"":33.2,""inactivity"":40.0,""age_deviation"":0,""adjournment"":100.0,""actionability"":100}}","Case has been in stage 'Summons / Appearance' for 337 days (1.66x cohort median of 202d). Summons was issued with no return of service recorded over 337 days, resulting in 5 consecutive adjournments. High administrative actionability."
