synthetic_cnr,state,district,court_establishment,case_type,tier,filing_year,case_age_days,current_stage,adjournment_count,judge_change_count,structural_stall_label
SYN/OT/WP_C/2022/009621,Gujarat,Kolkata,GUJARA_DC_02,WP_C,district,2022,1575,Final Arguments / Judgment,0,0,0
SYN/MH/BA/2021/009622,Maharashtra,Guntur,MAHARA_DC_04,BA,district,2021,1905,Summons / Appearance,4,1,1
SYN/MH/CS/2020/009623,Maharashtra,Thiruvananthapuram,MAHARA_DC_03,CS,district,2020,2397,Summons / Appearance,5,0,1
SYN/OT/WP_C/2023/009624,Telangana,Thane,TELANG_DC_04,WP_C,district,2023,1071,Evidence / Argument,4,1,0
SYN/OT/CS/2019/009625,Assam,Thiruvananthapuram,ASSAM_DC_01,CS,district,2019,2558,Summons / Appearance,0,0,0
SYN/OT/CS/2023/009626,Telangana,Pune,TELANG_DC_02,CS,district,2023,1008,Evidence / Argument,2,0,1
SYN/OT/BA/2022/009627,Gujarat,Guntur,GUJARA_DC_03,BA,district,2022,1553,Summons / Appearance,3,0,1
SYN/OT/WP_C/2024/009628,Assam,Kochi,ASSAM_DC_04,WP_C,district,2024,800,Pleadings / Issues,1,0,0
SYN/OT/CS/2022/009629,West Bengal,Kochi,WEST_B_DC_01,CS,district,2022,1671,Evidence / Argument,1,0,1
SYN/OT/CRL_A/2022/009630,Madhya Pradesh,Pune,MADHYA_DC_02,CRL_A,district,2022,1464,Pleadings / Issues,1,2,1
SYN/MH/CRL_A/2021/009631,Maharashtra,Varanasi,MAHARA_DC_04,CRL_A,district,2021,1985,Final Arguments / Judgment,2,0,0
SYN/OT/CS/2024/009632,Haryana,Delhi,HARYAN_DC_05,CS,district,2024,600,Summons / Appearance,0,0,0
SYN/OT/BA/2024/009633,Madhya Pradesh,Vijayawada,MADHYA_DC_05,BA,district,2024,914,Summons / Appearance,4,0,1
SYN/MH/BA/2024/009634,Maharashtra,Pune,MAHARA_DC_05,BA,district,2024,670,Summons / Appearance,2,0,0
SYN/MH/BA/2021/009635,Maharashtra,Thiruvananthapuram,MAHARA_DC_03,BA,district,2021,1878,Summons / Appearance,1,0,1
SYN/KL/WP_C/2020/009636,Kerala,Pune,KERALA_DC_05,WP_C,district,2020,2316,Summons / Appearance,2,2,1
SYN/AP/MACA/2024/009637,Andhra Pradesh,Lucknow,ANDHRA_DC_04,MACA,district,2024,633,Pleadings / Issues,1,0,0
SYN/OT/WP_C/2023/009638,Haryana,Jaipur,HARYAN_DC_04,WP_C,district,2023,1017,Summons / Appearance,0,0,1
SYN/KL/CRL_A/2023/009639,Kerala,Jaipur,KERALA_DC_02,CRL_A,district,2023,1053,Evidence / Argument,2,0,0
SYN/MH/WP_C/2019/009640,Maharashtra,Jaipur,MAHARA_DC_02,WP_C,district,2019,2665,Summons / Appearance,6,3,1
SYN/OT/WP_C/2021/009641,Assam,Guntur,ASSAM_DC_05,WP_C,district,2021,1990,Final Arguments / Judgment,2,1,0
SYN/KL/BA/2021/009642,Kerala,Kolkata,KERALA_DC_04,BA,district,2021,1911,Filing / Registration,4,2,1
SYN/AP/BA/2021/009643,Andhra Pradesh,Lucknow,ANDHRA_DC_04,BA,district,2021,1799,Summons / Appearance,3,2,1
SYN/OT/CS/2019/009644,Haryana,Jaipur,HARYAN_DC_05,CS,district,2019,2675,Evidence / Argument,0,1,0
SYN/OT/CRL_A/2024/009645,Karnataka,Kolkata,KARNAT_DC_01,CRL_A,district,2024,598,Final Arguments / Judgment,1,0,1
SYN/DL/BA/2020/009646,Delhi,Pune,DELHI_DC_05,BA,district,2020,2339,Final Arguments / Judgment,2,1,1
SYN/OT/BA/2024/009647,Assam,Bhopal,ASSAM_DC_03,BA,district,2024,662,Evidence / Argument,2,0,0
SYN/UP/CS/2023/009648,Uttar Pradesh,Vijayawada,UTTAR__DC_03,CS,district,2023,964,Filing / Registration,0,0,1
SYN/KL/BA/2022/009649,Kerala,Lucknow,KERALA_DC_05,BA,district,2022,1412,Pleadings / Issues,3,4,1
SYN/KL/CS/2023/009650,Kerala,Guntur,KERALA_DC_02,CS,district,2023,988,Summons / Appearance,5,1,1
SYN/OT/CRL_A/2024/009651,Tamil Nadu,Pune,TAMIL__DC_01,CRL_A,district,2024,905,Filing / Registration,0,0,0
SYN/OT/CRL_A/2021/009652,Rajasthan,Lucknow,RAJAST_DC_03,CRL_A,district,2021,1799,Pleadings / Issues,1,0,0
SYN/OT/MACA/2024/009653,Chhattisgarh,Thane,CHHATT_DC_05,MACA,district,2024,640,Evidence / Argument,2,0,0
SYN/MH/CRL_A/2023/009654,Maharashtra,Kochi,MAHARA_DC_02,CRL_A,district,2023,1178,Pleadings / Issues,1,1,0
SYN/MH/CS/2023/009655,Maharashtra,Guntur,MAHARA_DC_01,CS,district,2023,1040,Filing / Registration,1,2,1
SYN/OT/WP_C/2021/009656,Bihar,Pune,BIHAR_DC_02,WP_C,district,2021,2023,Summons / Appearance,6,0,1
SYN/OT/WP_C/2022/009657,Gujarat,Thiruvananthapuram,GUJARA_DC_05,WP_C,district,2022,1352,Filing / Registration,1,0,0
SYN/KL/CRL_A/2021/009658,Kerala,Bhopal,KERALA_DC_01,CRL_A,district,2021,1768,Pleadings / Issues,0,0,0
SYN/MH/CS/2022/009659,Maharashtra,Thane,MAHARA_DC_04,CS,district,2022,1433,Summons / Appearance,6,3,1
SYN/OT/CS/2023/009660,Rajasthan,Bhopal,RAJAST_DC_04,CS,district,2023,988,Evidence / Argument,3,2,1
SYN/OT/BA/2022/009661,Gujarat,Delhi,GUJARA_DC_05,BA,district,2022,1363,Summons / Appearance,1,0,0
SYN/KL/MACA/2023/009662,Kerala,Jaipur,KERALA_DC_05,MACA,district,2023,1204,Evidence / Argument,2,0,0
SYN/UP/CS/2022/009663,Uttar Pradesh,Vijayawada,UTTAR__DC_05,CS,district,2022,1548,Evidence / Argument,3,0,1
SYN/OT/CS/2021/009664,Odisha,Jaipur,ODISHA_DC_02,CS,district,2021,1756,Pleadings / Issues,3,0,0
SYN/UP/BA/2023/009665,Uttar Pradesh,Bhopal,UTTAR__DC_02,BA,district,2023,1274,Evidence / Argument,2,1,0
SYN/OT/BA/2023/009666,Gujarat,Jaipur,GUJARA_DC_02,BA,district,2023,1219,Pleadings / Issues,2,0,0
SYN/MH/CRL_A/2024/009667,Maharashtra,Delhi,MAHARA_DC_01,CRL_A,district,2024,898,Pleadings / Issues,0,0,0
SYN/MH/CRL_A/2022/009668,Maharashtra,Thiruvananthapuram,MAHARA_DC_03,CRL_A,district,2022,1432,Filing / Registration,5,4,1
SYN/KL/BA/2020/009669,Kerala,Thiruvananthapuram,KERALA_DC_01,BA,district,2020,2082,Pleadings / Issues,0,0,0
SYN/KL/CS/2020/009670,Kerala,Thane,KERALA_DC_03,CS,district,2020,2400,Pleadings / Issues,5,0,0
SYN/OT/WP_C/2023/009671,Telangana,Lucknow,TELANG_DC_05,WP_C,district,2023,1003,Filing / Registration,2,1,1
SYN/KL/BA/2023/009672,Kerala,Lucknow,KERALA_DC_01,BA,district,2023,1034,Evidence / Argument,1,0,1
SYN/AP/CS/2022/009673,Andhra Pradesh,Kolkata,ANDHRA_DC_02,CS,district,2022,1448,Pleadings / Issues,1,0,0
SYN/UP/WP_C/2024/009674,Uttar Pradesh,Pune,UTTAR__DC_05,WP_C,district,2024,898,Final Arguments / Judgment,3,0,0
SYN/OT/CRL_A/2022/009675,Karnataka,Kolkata,KARNAT_DC_02,CRL_A,district,2022,1347,Pleadings / Issues,1,1,0
SYN/MH/CS/2022/009676,Maharashtra,Vijayawada,MAHARA_DC_01,CS,district,2022,1521,Evidence / Argument,0,0,0
SYN/MH/CRL_A/2021/009677,Maharashtra,Varanasi,MAHARA_DC_05,CRL_A,district,2021,1863,Pleadings / Issues,4,0,0
SYN/OT/WP_C/2020/009678,Haryana,Vijayawada,HARYAN_DC_04,WP_C,district,2020,2406,Final Arguments / Judgment,1,0,0
SYN/OT/BA/2022/009679,Gujarat,Vijayawada,GUJARA_DC_05,BA,district,2022,1579,Pleadings / Issues,1,1,1
SYN/UP/CRL_A/2019/009680,Uttar Pradesh,Delhi,UTTAR__DC_05,CRL_A,district,2019,2581,Filing / Registration,1,2,1
SYN/KL/CS/2022/009681,Kerala,Lucknow,KERALA_DC_03,CS,district,2022,1505,Evidence / Argument,1,1,0
SYN/OT/CS/2024/009682,West Bengal,Lucknow,WEST_B_DC_02,CS,district,2024,684,Summons / Appearance,0,2,1
SYN/OT/BA/2020/009683,Rajasthan,Kolkata,RAJAST_DC_02,BA,district,2020,2230,Summons / Appearance,2,0,1
SYN/OT/CS/2020/009684,Punjab,Delhi,PUNJAB_DC_04,CS,district,2020,2091,Summons / Appearance,4,1,1
SYN/KL/BA/2019/009685,Kerala,Lucknow,KERALA_DC_04,BA,district,2019,2438,Evidence / Argument,3,0,1
SYN/OT/CS/2024/009686,Karnataka,Delhi,KARNAT_DC_02,CS,district,2024,726,Pleadings / Issues,1,1,0
SYN/OT/WP_C/2022/009687,Gujarat,Pune,GUJARA_DC_05,WP_C,district,2022,1603,Summons / Appearance,3,2,1
SYN/OT/WP_C/2021/009688,Telangana,Vijayawada,TELANG_DC_05,WP_C,district,2021,1714,Summons / Appearance,2,1,1
SYN/OT/CS/2019/009689,Rajasthan,Bhopal,RAJAST_DC_04,CS,district,2019,2421,Summons / Appearance,4,1,1
SYN/OT/BA/2024/009690,Gujarat,Kochi,GUJARA_DC_05,BA,district,2024,657,Summons / Appearance,4,1,1
SYN/OT/CRL_A/2023/009691,Bihar,Guntur,BIHAR_DC_05,CRL_A,district,2023,987,Filing / Registration,2,1,0
SYN/MH/CRL_A/2024/009692,Maharashtra,Kochi,MAHARA_DC_03,CRL_A,district,2024,958,Summons / Appearance,3,0,0
SYN/OT/WP_C/2021/009693,Jharkhand,Thiruvananthapuram,JHARKH_DC_05,WP_C,district,2021,1983,Pleadings / Issues,2,0,0
SYN/UP/WP_C/2024/009694,Uttar Pradesh,Varanasi,UTTAR__DC_02,WP_C,district,2024,931,Evidence / Argument,1,0,0
SYN/MH/CRL_A/2020/009695,Maharashtra,Lucknow,MAHARA_DC_05,CRL_A,district,2020,2140,Summons / Appearance,3,0,0
SYN/OT/MACA/2023/009696,West Bengal,Lucknow,WEST_B_DC_02,MACA,district,2023,1153,Summons / Appearance,3,1,0
SYN/OT/CS/2024/009697,West Bengal,Kolkata,WEST_B_DC_05,CS,district,2024,813,Evidence / Argument,1,0,1
SYN/OT/BA/2023/009698,Jharkhand,Guntur,JHARKH_DC_04,BA,district,2023,992,Pleadings / Issues,3,1,0
SYN/OT/BA/2023/009699,West Bengal,Thane,WEST_B_DC_01,BA,district,2023,1248,Pleadings / Issues,3,0,0
SYN/OT/CRL_A/2023/009700,Haryana,Vijayawada,HARYAN_DC_02,CRL_A,district,2023,1051,Final Arguments / Judgment,1,0,0
SYN/OT/BA/2024/009701,Jharkhand,Kochi,JHARKH_DC_01,BA,district,2024,668,Evidence / Argument,2,0,0
SYN/OT/CS/2024/009702,Karnataka,Vijayawada,KARNAT_DC_04,CS,district,2024,826,Final Arguments / Judgment,1,1,0
SYN/MH/CS/2024/009703,Maharashtra,Lucknow,MAHARA_DC_03,CS,district,2024,907,Evidence / Argument,0,0,0
SYN/UP/WP_C/2019/009704,Uttar Pradesh,Vijayawada,UTTAR__DC_04,WP_C,district,2019,2472,Final Arguments / Judgment,1,0,1
SYN/UP/BA/2023/009705,Uttar Pradesh,Delhi,UTTAR__DC_02,BA,district,2023,1170,Evidence / Argument,0,1,0
SYN/OT/CS/2019/009706,Punjab,Lucknow,PUNJAB_DC_04,CS,district,2019,2619,Filing / Registration,0,1,0
SYN/DL/BA/2023/009707,Delhi,Pune,DELHI_DC_03,BA,district,2023,1058,Filing / Registration,1,1,0
SYN/OT/CS/2022/009708,West Bengal,Pune,WEST_B_DC_03,CS,district,2022,1485,Summons / Appearance,2,0,0
SYN/OT/BA/2022/009709,Madhya Pradesh,Guntur,MADHYA_DC_03,BA,district,2022,1335,Summons / Appearance,1,1,0
SYN/OT/BA/2023/009710,West Bengal,Delhi,WEST_B_DC_05,BA,district,2023,1170,Summons / Appearance,4,0,0
SYN/OT/BA/2024/009711,Haryana,Varanasi,HARYAN_DC_05,BA,district,2024,701,Summons / Appearance,2,0,0
SYN/OT/BA/2020/009712,Chhattisgarh,Pune,CHHATT_DC_04,BA,district,2020,2060,Summons / Appearance,6,0,1
SYN/OT/WP_C/2024/009713,Bihar,Varanasi,BIHAR_DC_02,WP_C,district,2024,720,Summons / Appearance,2,0,0
SYN/MH/CRL_A/2021/009714,Maharashtra,Vijayawada,MAHARA_DC_01,CRL_A,district,2021,1892,Final Arguments / Judgment,0,0,0
SYN/OT/CRL_A/2024/009715,Odisha,Pune,ODISHA_DC_03,CRL_A,district,2024,626,Evidence / Argument,2,0,0
SYN/UP/BA/2021/009716,Uttar Pradesh,Lucknow,UTTAR__DC_04,BA,district,2021,1927,Pleadings / Issues,1,0,0
SYN/UP/BA/2024/009717,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,BA,district,2024,899,Pleadings / Issues,2,4,1
SYN/DL/MACA/2024/009718,Delhi,Lucknow,DELHI_DC_02,MACA,district,2024,667,Summons / Appearance,3,1,0
SYN/OT/CS/2022/009719,Jharkhand,Jaipur,JHARKH_DC_03,CS,district,2022,1395,Pleadings / Issues,1,0,0
SYN/OT/CS/2020/009720,Haryana,Kochi,HARYAN_DC_03,CS,district,2020,2182,Summons / Appearance,6,1,1
SYN/OT/WP_C/2022/009721,Gujarat,Thane,GUJARA_DC_02,WP_C,district,2022,1544,Final Arguments / Judgment,3,0,0
SYN/OT/MACA/2020/009722,Jharkhand,Kolkata,JHARKH_DC_04,MACA,district,2020,2387,Pleadings / Issues,1,1,0
SYN/MH/WP_C/2023/009723,Maharashtra,Thane,MAHARA_DC_05,WP_C,district,2023,1229,Final Arguments / Judgment,1,0,0
SYN/KL/CRL_A/2024/009724,Kerala,Kolkata,KERALA_DC_03,CRL_A,district,2024,710,Pleadings / Issues,2,0,0
SYN/UP/BA/2023/009725,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,BA,district,2023,1182,Pleadings / Issues,0,2,1
SYN/OT/WP_C/2021/009726,Chhattisgarh,Lucknow,CHHATT_DC_02,WP_C,district,2021,1692,Evidence / Argument,2,4,1
SYN/OT/CRL_A/2023/009727,Tamil Nadu,Delhi,TAMIL__DC_02,CRL_A,district,2023,1143,Evidence / Argument,2,0,0
SYN/OT/CS/2024/009728,Madhya Pradesh,Kolkata,MADHYA_DC_01,CS,district,2024,825,Pleadings / Issues,3,0,0
SYN/OT/CS/2018/009729,Jharkhand,Kochi,JHARKH_DC_02,CS,district,2018,2868,Summons / Appearance,1,0,0
SYN/MH/MACA/2024/009730,Maharashtra,Bhopal,MAHARA_DC_02,MACA,district,2024,938,Pleadings / Issues,3,0,0
SYN/OT/CS/2024/009731,Bihar,Thiruvananthapuram,BIHAR_DC_04,CS,district,2024,852,Pleadings / Issues,0,2,1
SYN/OT/CRL_A/2022/009732,Tamil Nadu,Kolkata,TAMIL__DC_02,CRL_A,district,2022,1570,Filing / Registration,1,1,0
SYN/OT/BA/2020/009733,Telangana,Jaipur,TELANG_DC_02,BA,district,2020,2279,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2023/009734,Jharkhand,Lucknow,JHARKH_DC_01,CRL_A,district,2023,1147,Summons / Appearance,0,0,0
SYN/KL/CS/2023/009735,Kerala,Bhopal,KERALA_DC_04,CS,district,2023,1148,Evidence / Argument,3,1,0
SYN/OT/WP_C/2018/009736,Gujarat,Lucknow,GUJARA_DC_01,WP_C,district,2018,2895,Summons / Appearance,4,1,1
SYN/OT/BA/2023/009737,Odisha,Kolkata,ODISHA_DC_05,BA,district,2023,1266,Evidence / Argument,2,0,0
SYN/DL/WP_C/2023/009738,Delhi,Kochi,DELHI_DC_02,WP_C,district,2023,1033,Pleadings / Issues,1,1,0
SYN/AP/CS/2023/009739,Andhra Pradesh,Jaipur,ANDHRA_DC_01,CS,district,2023,1243,Summons / Appearance,1,1,0
SYN/OT/CRL_A/2023/009740,Madhya Pradesh,Pune,MADHYA_DC_02,CRL_A,district,2023,1090,Evidence / Argument,0,2,1
SYN/KL/MACA/2018/009741,Kerala,Thiruvananthapuram,KERALA_DC_01,MACA,district,2018,2949,Final Arguments / Judgment,1,1,0
SYN/UP/BA/2022/009742,Uttar Pradesh,Kolkata,UTTAR__DC_01,BA,district,2022,1596,Summons / Appearance,3,0,0
SYN/MH/CRL_A/2023/009743,Maharashtra,Lucknow,MAHARA_DC_01,CRL_A,district,2023,1315,Pleadings / Issues,1,1,0
SYN/DL/BA/2024/009744,Delhi,Bhopal,DELHI_DC_02,BA,district,2024,834,Summons / Appearance,4,2,1
SYN/UP/CRL_A/2023/009745,Uttar Pradesh,Guntur,UTTAR__DC_02,CRL_A,district,2023,960,Evidence / Argument,0,1,1
SYN/DL/CS/2024/009746,Delhi,Kochi,DELHI_DC_01,CS,district,2024,632,Evidence / Argument,1,0,0
SYN/OT/CRL_A/2022/009747,Tamil Nadu,Thane,TAMIL__DC_04,CRL_A,district,2022,1516,Summons / Appearance,2,0,0
SYN/AP/CS/2022/009748,Andhra Pradesh,Bhopal,ANDHRA_DC_02,CS,district,2022,1538,Pleadings / Issues,0,0,0
SYN/OT/CRL_A/2023/009749,Telangana,Thane,TELANG_DC_04,CRL_A,district,2023,1100,Final Arguments / Judgment,1,0,0
SYN/OT/WP_C/2024/009750,Telangana,Thane,TELANG_DC_04,WP_C,district,2024,854,Final Arguments / Judgment,1,0,0
SYN/KL/BA/2023/009751,Kerala,Kochi,KERALA_DC_02,BA,district,2023,1042,Final Arguments / Judgment,1,0,0
SYN/AP/CS/2024/009752,Andhra Pradesh,Varanasi,ANDHRA_DC_01,CS,district,2024,768,Pleadings / Issues,1,0,0
SYN/UP/MACA/2023/009753,Uttar Pradesh,Vijayawada,UTTAR__DC_04,MACA,district,2023,1082,Evidence / Argument,2,0,0
SYN/DL/BA/2024/009754,Delhi,Lucknow,DELHI_DC_03,BA,district,2024,652,Pleadings / Issues,2,1,0
SYN/UP/CS/2022/009755,Uttar Pradesh,Kochi,UTTAR__DC_04,CS,district,2022,1596,Summons / Appearance,6,0,1
SYN/OT/WP_C/2019/009756,Haryana,Bhopal,HARYAN_DC_02,WP_C,district,2019,2543,Filing / Registration,4,1,0
SYN/OT/CS/2023/009757,Chhattisgarh,Lucknow,CHHATT_DC_03,CS,district,2023,1209,Evidence / Argument,2,0,1
SYN/UP/CS/2021/009758,Uttar Pradesh,Jaipur,UTTAR__DC_01,CS,district,2021,2008,Pleadings / Issues,1,0,0
SYN/OT/BA/2023/009759,Jharkhand,Jaipur,JHARKH_DC_04,BA,district,2023,1029,Summons / Appearance,2,1,0
SYN/UP/WP_C/2019/009760,Uttar Pradesh,Kolkata,UTTAR__DC_03,WP_C,district,2019,2567,Summons / Appearance,0,0,0
SYN/KL/WP_C/2022/009761,Kerala,Kochi,KERALA_DC_01,WP_C,district,2022,1331,Summons / Appearance,2,0,0
SYN/UP/BA/2023/009762,Uttar Pradesh,Delhi,UTTAR__DC_02,BA,district,2023,1173,Summons / Appearance,3,3,1
SYN/OT/CS/2022/009763,Jharkhand,Lucknow,JHARKH_DC_03,CS,district,2022,1577,Summons / Appearance,3,0,0
SYN/OT/CRL_A/2022/009764,Punjab,Bhopal,PUNJAB_DC_04,CRL_A,district,2022,1411,Summons / Appearance,3,0,0
SYN/DL/CS/2022/009765,Delhi,Thane,DELHI_DC_03,CS,district,2022,1664,Pleadings / Issues,4,1,0
SYN/DL/BA/2024/009766,Delhi,Thane,DELHI_DC_04,BA,district,2024,875,Pleadings / Issues,3,0,0
SYN/KL/CS/2024/009767,Kerala,Kochi,KERALA_DC_01,CS,district,2024,855,Filing / Registration,0,0,0
SYN/OT/MACA/2022/009768,Bihar,Varanasi,BIHAR_DC_05,MACA,district,2022,1329,Summons / Appearance,6,0,1
SYN/DL/MACA/2023/009769,Delhi,Varanasi,DELHI_DC_03,MACA,district,2023,1268,Filing / Registration,2,0,0
SYN/DL/CRL_A/2024/009770,Delhi,Kochi,DELHI_DC_01,CRL_A,district,2024,809,Pleadings / Issues,1,0,0
SYN/KL/CRL_A/2024/009771,Kerala,Kochi,KERALA_DC_04,CRL_A,district,2024,896,Summons / Appearance,4,0,0
SYN/OT/CS/2023/009772,Karnataka,Lucknow,KARNAT_DC_01,CS,district,2023,971,Summons / Appearance,1,1,0
SYN/UP/CRL_A/2024/009773,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,CRL_A,district,2024,893,Evidence / Argument,0,0,1
SYN/UP/CRL_A/2021/009774,Uttar Pradesh,Kolkata,UTTAR__DC_02,CRL_A,district,2021,1837,Summons / Appearance,2,0,0
SYN/UP/BA/2022/009775,Uttar Pradesh,Vijayawada,UTTAR__DC_02,BA,district,2022,1393,Summons / Appearance,4,1,1
SYN/OT/MACA/2022/009776,Gujarat,Delhi,GUJARA_DC_02,MACA,district,2022,1470,Summons / Appearance,2,1,1
SYN/MH/BA/2024/009777,Maharashtra,Guntur,MAHARA_DC_01,BA,district,2024,918,Pleadings / Issues,1,1,0
SYN/KL/BA/2024/009778,Kerala,Bhopal,KERALA_DC_05,BA,district,2024,854,Pleadings / Issues,1,0,0
SYN/OT/CRL_A/2022/009779,Haryana,Jaipur,HARYAN_DC_05,CRL_A,district,2022,1394,Pleadings / Issues,1,3,1
SYN/OT/WP_C/2021/009780,West Bengal,Lucknow,WEST_B_DC_04,WP_C,district,2021,1798,Summons / Appearance,2,0,0
SYN/DL/BA/2023/009781,Delhi,Lucknow,DELHI_DC_05,BA,district,2023,1159,Final Arguments / Judgment,0,0,0
SYN/KL/CRL_A/2018/009782,Kerala,Kolkata,KERALA_DC_03,CRL_A,district,2018,2896,Summons / Appearance,2,0,0
SYN/OT/CS/2024/009783,Assam,Kolkata,ASSAM_DC_04,CS,district,2024,687,Summons / Appearance,1,0,0
SYN/DL/BA/2019/009784,Delhi,Lucknow,DELHI_DC_02,BA,district,2019,2683,Summons / Appearance,5,1,1
SYN/KL/WP_C/2023/009785,Kerala,Kolkata,KERALA_DC_03,WP_C,district,2023,1059,Summons / Appearance,3,0,0
SYN/UP/CS/2023/009786,Uttar Pradesh,Vijayawada,UTTAR__DC_04,CS,district,2023,1048,Filing / Registration,2,0,0
SYN/OT/BA/2023/009787,Jharkhand,Thane,JHARKH_DC_02,BA,district,2023,1075,Pleadings / Issues,2,0,0
SYN/OT/BA/2021/009788,Rajasthan,Delhi,RAJAST_DC_05,BA,district,2021,1762,Evidence / Argument,1,1,1
SYN/OT/MACA/2020/009789,West Bengal,Thane,WEST_B_DC_04,MACA,district,2020,2283,Final Arguments / Judgment,3,3,1
SYN/OT/BA/2020/009790,Jharkhand,Varanasi,JHARKH_DC_04,BA,district,2020,2316,Filing / Registration,2,0,0
SYN/OT/WP_C/2022/009791,Rajasthan,Varanasi,RAJAST_DC_05,WP_C,district,2022,1378,Filing / Registration,2,2,1
SYN/OT/BA/2021/009792,Punjab,Guntur,PUNJAB_DC_01,BA,district,2021,1705,Final Arguments / Judgment,1,0,0
SYN/AP/MACA/2021/009793,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_04,MACA,district,2021,1858,Summons / Appearance,2,1,0
SYN/AP/BA/2020/009794,Andhra Pradesh,Lucknow,ANDHRA_DC_02,BA,district,2020,2097,Filing / Registration,2,0,0
SYN/MH/CS/2023/009795,Maharashtra,Kochi,MAHARA_DC_05,CS,district,2023,1254,Summons / Appearance,3,0,0
SYN/OT/CRL_A/2018/009796,Telangana,Guntur,TELANG_DC_03,CRL_A,district,2018,2939,Pleadings / Issues,1,0,1
SYN/DL/CS/2020/009797,Delhi,Kochi,DELHI_DC_04,CS,district,2020,2228,Final Arguments / Judgment,1,0,0
SYN/KL/BA/2023/009798,Kerala,Guntur,KERALA_DC_04,BA,district,2023,1066,Pleadings / Issues,2,2,1
SYN/KL/WP_C/2023/009799,Kerala,Pune,KERALA_DC_01,WP_C,district,2023,1321,Evidence / Argument,1,1,0
SYN/UP/CS/2023/009800,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_03,CS,district,2023,1307,Filing / Registration,1,4,1
SYN/OT/CRL_A/2021/009801,West Bengal,Kolkata,WEST_B_DC_01,CRL_A,district,2021,1696,Evidence / Argument,0,1,1
SYN/OT/WP_C/2024/009802,Chhattisgarh,Thiruvananthapuram,CHHATT_DC_02,WP_C,district,2024,884,Final Arguments / Judgment,2,0,1
SYN/UP/CS/2023/009803,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_01,CS,district,2023,1014,Evidence / Argument,2,1,1
SYN/UP/WP_C/2023/009804,Uttar Pradesh,Varanasi,UTTAR__DC_05,WP_C,district,2023,1265,Pleadings / Issues,4,1,0
SYN/OT/CS/2023/009805,Odisha,Varanasi,ODISHA_DC_02,CS,district,2023,1028,Evidence / Argument,5,0,0
SYN/OT/CS/2023/009806,Tamil Nadu,Delhi,TAMIL__DC_05,CS,district,2023,1307,Pleadings / Issues,3,0,0
SYN/OT/CRL_A/2021/009807,Jharkhand,Guntur,JHARKH_DC_04,CRL_A,district,2021,1753,Summons / Appearance,5,1,1
SYN/AP/WP_C/2022/009808,Andhra Pradesh,Kolkata,ANDHRA_DC_02,WP_C,district,2022,1375,Summons / Appearance,4,0,0
SYN/UP/MACA/2024/009809,Uttar Pradesh,Lucknow,UTTAR__DC_05,MACA,district,2024,619,Evidence / Argument,3,0,0
SYN/MH/CS/2022/009810,Maharashtra,Thiruvananthapuram,MAHARA_DC_02,CS,district,2022,1430,Filing / Registration,1,1,0
SYN/UP/CRL_A/2023/009811,Uttar Pradesh,Thiruvananthapuram,UTTAR__DC_05,CRL_A,district,2023,1036,Evidence / Argument,1,0,0
SYN/KL/MACA/2023/009812,Kerala,Delhi,KERALA_DC_02,MACA,district,2023,1261,Evidence / Argument,4,1,1
SYN/OT/CS/2024/009813,Assam,Varanasi,ASSAM_DC_02,CS,district,2024,736,Summons / Appearance,6,1,1
SYN/KL/BA/2022/009814,Kerala,Kochi,KERALA_DC_03,BA,district,2022,1615,Evidence / Argument,4,0,1
SYN/AP/MACA/2023/009815,Andhra Pradesh,Thiruvananthapuram,ANDHRA_DC_02,MACA,district,2023,1071,Filing / Registration,0,0,0
SYN/MH/BA/2023/009816,Maharashtra,Kochi,MAHARA_DC_04,BA,district,2023,978,Summons / Appearance,5,1,1
SYN/OT/BA/2023/009817,Assam,Bhopal,ASSAM_DC_02,BA,district,2023,1246,Evidence / Argument,2,2,1
SYN/OT/WP_C/2024/009818,Punjab,Kolkata,PUNJAB_DC_02,WP_C,district,2024,730,Summons / Appearance,1,0,1
SYN/MH/WP_C/2020/009819,Maharashtra,Jaipur,MAHARA_DC_01,WP_C,district,2020,2213,Evidence / Argument,1,0,0
SYN/OT/BA/2021/009820,Haryana,Thiruvananthapuram,HARYAN_DC_02,BA,district,2021,2025,Evidence / Argument,3,0,0
SYN/OT/WP_C/2019/009821,Madhya Pradesh,Delhi,MADHYA_DC_05,WP_C,district,2019,2678,Evidence / Argument,2,0,0
SYN/OT/CRL_A/2022/009822,Madhya Pradesh,Thiruvananthapuram,MADHYA_DC_02,CRL_A,district,2022,1446,Evidence / Argument,0,2,1
SYN/UP/BA/2020/009823,Uttar Pradesh,Thane,UTTAR__DC_01,BA,district,2020,2264,Summons / Appearance,1,0,0
SYN/OT/BA/2021/009824,Jharkhand,Kochi,JHARKH_DC_05,BA,district,2021,1927,Filing / Registration,1,0,0
SYN/MH/CS/2021/009825,Maharashtra,Kochi,MAHARA_DC_02,CS,district,2021,1807,Final Arguments / Judgment,2,2,1
